nomis_dataset,DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,SEX,SEX_NAME,SEX_CODE,SEX_TYPE,SEX_TYPECODE,SEX_SORTORDER,PAY,PAY_NAME,PAY_CODE,PAY_TYPE,PAY_TYPECODE,PAY_SORTORDER,ITEM,ITEM_NAME,ITEM_CODE,ITEM_TYPE,ITEM_TYPECODE,ITEM_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
NM_99_1,2022,2022,2022,date,0,0,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265926d8d1d2d20701,11,96
NM_99_1,2022,2022,2022,date,0,0,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,808.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265927d8d1d2d20100,12,96
NM_99_1,2022,2022,2022,date,0,0,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265927d8d1d2d20701,13,96
NM_99_1,2022,2022,2022,date,0,0,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,666.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265928d8d1d2d20100,14,96
NM_99_1,2022,2022,2022,date,0,0,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265928d8d1d2d20701,15,96
NM_99_1,2022,2022,2022,date,0,0,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,612.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265929d8d1d2d20100,16,96
NM_99_1,2022,2022,2022,date,0,0,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265929d8d1d2d20701,17,96
NM_99_1,2022,2022,2022,date,0,0,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,599.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265930d8d1d2d20100,18,96
NM_99_1,2022,2022,2022,date,0,0,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265930d8d1d2d20701,19,96
NM_99_1,2022,2022,2022,date,0,0,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,640.5,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265931d8d1d2d20100,20,96
NM_99_1,2022,2022,2022,date,0,0,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265931d8d1d2d20701,21,96
NM_99_1,2022,2022,2022,date,0,0,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,596.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265932d8d1d2d20100,22,96
NM_99_1,2022,2022,2022,date,0,0,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32352e1d2013265932d8d1d2d20701,23,96
NM_99_1,2023,2023,2023,date,0,1,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,611.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265921d8d1d2d20100,24,96
NM_99_1,2023,2023,2023,date,0,1,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265921d8d1d2d20701,25,96
NM_99_1,2023,2023,2023,date,0,1,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,649.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265922d8d1d2d20100,26,96
NM_99_1,2023,2023,2023,date,0,1,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265922d8d1d2d20701,27,96
NM_99_1,2023,2023,2023,date,0,1,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,633.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265923d8d1d2d20100,28,96
NM_99_1,2023,2023,2023,date,0,1,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265923d8d1d2d20701,29,96
NM_99_1,2023,2023,2023,date,0,1,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,628.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265924d8d1d2d20100,30,96
NM_99_1,2023,2023,2023,date,0,1,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265924d8d1d2d20701,31,96
NM_99_1,2023,2023,2023,date,0,1,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,656.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265925d8d1d2d20100,32,96
NM_99_1,2023,2023,2023,date,0,1,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265925d8d1d2d20701,33,96
NM_99_1,2023,2023,2023,date,0,1,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,675.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265926d8d1d2d20100,34,96
NM_99_1,2023,2023,2023,date,0,1,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265926d8d1d2d20701,35,96
NM_99_1,2023,2023,2023,date,0,1,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,851.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265927d8d1d2d20100,36,96
NM_99_1,2023,2023,2023,date,0,1,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265927d8d1d2d20701,37,96
NM_99_1,2023,2023,2023,date,0,1,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,709.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265928d8d1d2d20100,38,96
NM_99_1,2023,2023,2023,date,0,1,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265928d8d1d2d20701,39,96
NM_99_1,2023,2023,2023,date,0,1,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,656.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265929d8d1d2d20100,40,96
NM_99_1,2023,2023,2023,date,0,1,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265929d8d1d2d20701,41,96
NM_99_1,2023,2023,2023,date,0,1,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,636.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265930d8d1d2d20100,42,96
NM_99_1,2023,2023,2023,date,0,1,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265930d8d1d2d20701,43,96
NM_99_1,2023,2023,2023,date,0,1,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,709.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265931d8d1d2d20100,44,96
NM_99_1,2023,2023,2023,date,0,1,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265931d8d1d2d20701,45,96
NM_99_1,2023,2023,2023,date,0,1,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,638.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265932d8d1d2d20100,46,96
NM_99_1,2023,2023,2023,date,0,1,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.4,A,Normal Value,F,Free (free for publication),Nm-99d1d32368e1d2013265932d8d1d2d20701,47,96
NM_99_1,2024,2024,2024,date,0,2,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,651.4,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265921d8d1d2d20100,48,96
NM_99_1,2024,2024,2024,date,0,2,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265921d8d1d2d20701,49,96
NM_99_1,2024,2024,2024,date,0,2,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,693.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265922d8d1d2d20100,50,96
NM_99_1,2024,2024,2024,date,0,2,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265922d8d1d2d20701,51,96
NM_99_1,2024,2024,2024,date,0,2,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,671.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265923d8d1d2d20100,52,96
NM_99_1,2024,2024,2024,date,0,2,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265923d8d1d2d20701,53,96
NM_99_1,2024,2024,2024,date,0,2,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,664.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265924d8d1d2d20100,54,96
NM_99_1,2024,2024,2024,date,0,2,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265924d8d1d2d20701,55,96
NM_99_1,2024,2024,2024,date,0,2,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,688.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265925d8d1d2d20100,56,96
NM_99_1,2024,2024,2024,date,0,2,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265925d8d1d2d20701,57,96
NM_99_1,2024,2024,2024,date,0,2,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,725.4,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265926d8d1d2d20100,58,96
NM_99_1,2024,2024,2024,date,0,2,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265926d8d1d2d20701,59,96
NM_99_1,2024,2024,2024,date,0,2,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,906.5,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265927d8d1d2d20100,60,96
NM_99_1,2024,2024,2024,date,0,2,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265927d8d1d2d20701,61,96
NM_99_1,2024,2024,2024,date,0,2,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,754.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265928d8d1d2d20100,62,96
NM_99_1,2024,2024,2024,date,0,2,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265928d8d1d2d20701,63,96
NM_99_1,2024,2024,2024,date,0,2,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,689.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265929d8d1d2d20100,64,96
NM_99_1,2024,2024,2024,date,0,2,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265929d8d1d2d20701,65,96
NM_99_1,2024,2024,2024,date,0,2,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,675.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265930d8d1d2d20100,66,96
NM_99_1,2024,2024,2024,date,0,2,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265930d8d1d2d20701,67,96
NM_99_1,2024,2024,2024,date,0,2,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,739.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265931d8d1d2d20100,68,96
NM_99_1,2024,2024,2024,date,0,2,2013265931,Scotland,S92000003,regions,480,10,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265931d8d1d2d20701,69,96
NM_99_1,2024,2024,2024,date,0,2,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,664.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265932d8d1d2d20100,70,96
NM_99_1,2024,2024,2024,date,0,2,2013265932,Northern Ireland,N92000002,regions,480,11,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32384e1d2013265932d8d1d2d20701,71,96
NM_99_1,2025,2025,2025,date,0,3,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,681.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265921d8d1d2d20100,72,96
NM_99_1,2025,2025,2025,date,0,3,2013265921,North East,E12000001,regions,480,0,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265921d8d1d2d20701,73,96
NM_99_1,2025,2025,2025,date,0,3,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,734.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265922d8d1d2d20100,74,96
NM_99_1,2025,2025,2025,date,0,3,2013265922,North West,E12000002,regions,480,1,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265922d8d1d2d20701,75,96
NM_99_1,2025,2025,2025,date,0,3,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,708.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265923d8d1d2d20100,76,96
NM_99_1,2025,2025,2025,date,0,3,2013265923,Yorkshire and The Humber,E12000003,regions,480,2,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265923d8d1d2d20701,77,96
NM_99_1,2025,2025,2025,date,0,3,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,703.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265924d8d1d2d20100,78,96
NM_99_1,2025,2025,2025,date,0,3,2013265924,East Midlands,E12000004,regions,480,3,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265924d8d1d2d20701,79,96
NM_99_1,2025,2025,2025,date,0,3,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,730.4,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265925d8d1d2d20100,80,96
NM_99_1,2025,2025,2025,date,0,3,2013265925,West Midlands,E12000005,regions,480,4,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265925d8d1d2d20701,81,96
NM_99_1,2025,2025,2025,date,0,3,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,766.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265926d8d1d2d20100,82,96
NM_99_1,2025,2025,2025,date,0,3,2013265926,East,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265926d8d1d2d20701,83,96
NM_99_1,2025,2025,2025,date,0,3,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,958.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265927d8d1d2d20100,84,96
NM_99_1,2025,2025,2025,date,0,3,2013265927,London,E12000007,regions,480,6,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.4,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265927d8d1d2d20701,85,96
NM_99_1,2025,2025,2025,date,0,3,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,775.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265928d8d1d2d20100,86,96
NM_99_1,2025,2025,2025,date,0,3,2013265928,South East,E12000008,regions,480,7,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265928d8d1d2d20701,87,96
NM_99_1,2025,2025,2025,date,0,3,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,728.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265929d8d1d2d20100,88,96
NM_99_1,2025,2025,2025,date,0,3,2013265929,South West,E12000009,regions,480,8,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265929d8d1d2d20701,89,96
NM_99_1,2025,2025,2025,date,0,3,2013265930,Wales,W92000004,regions,480,9,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,704.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32400e0d2013265930d8d1d2d20100,90,96
